benchmark_mode,objective_type,budget_normalization,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,seed,hilbert_dim,n_params,n_entangling_gates,objective_value,mean_abs_grad,spatial_grad_variance,log10_spatial_grad_variance,grad_norm,normalized_grad_norm,max_abs_grad,min_abs_grad,near_zero_ratio,target_grad
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,2,2,14,14,7,25,1,256,48,14,0.0020676819309021835,0.002030721932249247,2.0684161119126674e-05,-4.684362087952999,0.03153132509864642,0.004551154758402279,0.018724883980545226,2.404225372562739e-18,0.3541666666666667,-5.268070488288518e-05
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,2,2,14,14,7,26,2,256,48,14,0.08057835470958752,0.019785575842563564,0.0011449088000255677,-2.941229106532055,0.23810878790530554,0.03436804319838592,0.11164958576684912,3.469446951953614e-18,0.3541666666666667,-0.033338230952983855
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,2,2,14,16,8,27,0,256,48,16,0.014065885016329325,0.011595823292791171,0.00031676054533191756,-3.4992689180286485,0.12780306464599187,0.018446783444155637,0.04324819598965682,0.0,0.3333333333333333,0.020830692025387468
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,2,2,14,16,8,28,1,256,48,16,-0.00450720031650576,0.0025782097425385846,3.062464356350119e-05,-4.513928957298608,0.03886894069304519,0.00561024834306131,0.02700148002322513,1.6805133673525319e-18,0.3333333333333333,-0.0011287134067519
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,2,2,14,16,8,29,2,256,48,16,-0.003262251420956472,0.012192491633315832,0.0004148066857058897,-3.382154252423363,0.14146339413308762,0.020418482170804067,0.06508737664222608,4.336808689942018e-19,0.3333333333333333,-0.010524017906079302
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,2,2,14,14,7,30,0,256,48,14,-0.15194478160161531,0.020639854807583315,0.0010073044419421423,-2.996839250922852,0.22756655285357708,0.03284640263714198,0.0930366664245643,3.3810133441195154e-18,0.25,0.003267196908763856
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,2,2,14,14,7,31,1,256,48,14,0.09545151457006469,0.01863746393188825,0.0011435698416162189,-2.9417373064378367,0.2359777469131196,0.03406045392576275,0.14297323846611226,1.4541519140084747e-18,0.2708333333333333,-0.0024677121856920715
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,2,2,14,14,7,32,2,256,48,14,0.04336758632266605,0.018254830450089497,0.0009858807512523797,-3.0061756126501207,0.2181495294412685,0.03148717238662664,0.07985298119975626,0.0,0.22916666666666666,0.015942678759960388
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,2,2,14,16,8,33,0,256,48,16,0.019632637882216253,0.02264126641622946,0.001247081549824755,-2.9041051459754477,0.2461775863812295,0.0355326739414138,0.10971427614445281,2.1120108601090447e-18,0.20833333333333334,0.08845061169926051
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,2,2,14,16,8,34,1,256,48,16,0.03407858047690658,0.018238354498712608,0.0011475066886702714,-2.9402447743361266,0.23777806512627578,0.034320307477010925,0.13294417483180365,1.7438701877967776e-18,0.20833333333333334,-0.0013250344810622305
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,2,2,14,16,8,35,2,256,48,16,0.09523664194914244,0.01547465838766388,0.0007891691838800459,-3.1028298817727946,0.19726780291080698,0.028473154778250114,0.08676153653422586,1.1496140928578598e-18,0.20833333333333334,0.0014024748933480005
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,4,4,28,28,7,36,0,256,96,28,-0.08574604007000108,0.01537913435982744,0.0005645825836614041,-3.2482725231717615,0.23355293517560938,0.02383689662956499,0.09092257829614495,6.719966284814501e-19,0.08333333333333333,0.03227330478324681
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,4,4,28,28,7,37,1,256,96,28,-0.061111719160510024,0.012307192450763218,0.0004093079383701471,-3.387949832298494,0.1983459852446425,0.020243602349123976,0.07848710935024161,1.1051359912853476e-18,0.08333333333333333,0.05833263293346805
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,4,4,28,28,7,38,2,256,96,28,0.11454469706377883,0.015883004549064876,0.0006589941728303144,-3.1811184256470044,0.2518639474152852,0.025705756490442624,0.1076107379552466,1.3285531053855895e-18,0.08333333333333333,0.009882279558189398
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,4,4,28,32,8,39,0,256,96,32,-0.0026972927142780434,0.011499680821721245,0.00022457852008346955,-3.6486317843850076,0.14813352586087353,0.015118814673271516,0.04162240299927898,4.3062058610171865e-20,0.08333333333333333,0.005411327180342009
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,4,4,28,32,8,40,1,256,96,32,0.025839782719365996,0.008853581939684984,0.00013526177278805595,-3.8688249248581483,0.11396093173666307,0.011631088890290422,0.028716495530033647,1.4225882701659275e-19,0.08333333333333333,0.008071337745536727
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,4,4,28,32,8,41,2,256,96,32,0.0021395205323351957,0.009582851371415608,0.00018040710691937033,-3.743746357952222,0.13167781372520274,0.013439310586333256,0.03862712544746555,9.731438669982516e-19,0.08333333333333333,-0.00676124845159494
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,4,4,28,28,7,42,0,256,96,28,-0.09375555611351305,0.030962797080916305,0.002080403897263161,-2.68185234132371,0.45117632110947115,0.046047990447679134,0.14008647696331678,0.0,0.17708333333333334,0.0702282583622242
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,4,4,28,28,7,43,1,256,96,28,-0.1213430556538479,0.03368071933421097,0.002482429088819071,-2.605123148381194,0.49032650436364655,0.05004373929389515,0.154282983314808,6.654981252232684e-19,0.17708333333333334,-0.06566522041800456
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,4,4,28,28,7,44,2,256,96,28,-0.03588252653996949,0.0355791444303778,0.002478702327879559,-2.60577562535868,0.4934496320589581,0.05036249217952297,0.17809451618670155,8.673617379884035e-19,0.17708333333333334,-0.14706549428357818
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,4,4,28,32,8,45,0,256,96,32,0.04206133408148731,0.02841656754948274,0.002065585801388305,-2.684956760360335,0.4471224834208368,0.045634247371128395,0.1846234940710929,7.671897493033758e-19,0.16666666666666666,0.0370204857544611
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,4,4,28,32,8,46,1,256,96,32,0.06886479060782852,0.0415713265947606,0.0033690371735901176,-2.4724941970343166,0.5687941329600744,0.0580523081017064,0.17209407459351392,3.827902918903705e-18,0.16666666666666666,0.037144085791036625
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,4,4,28,32,8,47,2,256,96,32,-0.0564022160073441,0.029881919501720765,0.002120941321375838,-2.673471346643833,0.45128323106491786,0.0460589018993153,0.2616239412775312,1.734723475976807e-18,0.16666666666666666,0.045162329485685264
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,4,4,28,28,7,48,0,256,96,28,-0.08323207315527849,0.017062612604634694,0.0005660119954566814,-3.2471743647385107,0.2331040953845722,0.023791087110219218,0.08368571119954452,1.8821352227500225e-18,0.11458333333333333,-0.01413968778071618
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,4,4,28,28,7,49,1,256,96,28,-0.07692229446822907,0.019757010629998743,0.0007526823875698181,-3.1233882461428646,0.26894040247757767,0.027448614887033592,0.07640000196255281,3.30917091372689e-18,0.11458333333333333,0.00030722034946238696
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,4,4,28,28,7,50,2,256,96,28,0.02645359006087109,0.016130069410139815,0.0006545263555544582,-3.18407286119662,0.25096603130009143,0.02561411331069067,0.09609524862493803,7.264580100306738e-19,0.11458333333333333,0.05132482180395225
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,4,4,28,32,8,51,0,256,96,32,-0.13079872151160993,0.019235526345011387,0.0006934163462313193,-3.159005924729829,0.2580082167655897,0.02633285335504545,0.07274908105608727,1.262888132724611e-18,0.10416666666666667,-0.006332699501188276
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,4,4,28,32,8,52,1,256,96,32,-0.1032466673464564,0.014908633284841289,0.00046544764431055404,-3.3321291633739385,0.21236241370609668,0.021674148088573403,0.08135108644374459,0.0,0.10416666666666667,0.01972897060345499
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,4,4,28,32,8,53,2,256,96,32,0.028428566244356787,0.01294558388757134,0.00030425662989349124,-3.516759949516015,0.17091658141041388,0.017444100543182284,0.05432681632595883,0.0,0.10416666666666667,0.016131264365951997
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,8,8,56,56,7,54,0,256,192,56,-0.013417350855337379,0.01292424790775538,0.0002821150574135211,-3.5495737334933843,0.23279071092297882,0.016800222452028273,0.047297715129270446,4.815535991342338e-19,0.041666666666666664,0.02411642590650065
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,8,8,56,56,7,55,1,256,192,56,-0.028910051722830094,0.013098851708156617,0.0003529631317591349,-3.4522706558296674,0.2603335664991812,0.018787956837174703,0.07765986915219233,3.198294476062706e-19,0.041666666666666664,-0.012087825271625713
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,8,8,56,56,7,56,2,256,192,56,-0.014552166825826711,0.011044611988173192,0.00023877333675208397,-3.6220141714620753,0.2142891111476857,0.015464984500690247,0.06379361141253684,1.6843747124003228e-19,0.041666666666666664,0.0164922447639422
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,8,7,56,56,8,57,0,256,168,56,0.04875769113579329,0.011672699631765029,0.0002220085998813576,-3.6536302020868425,0.19313172248561078,0.014900435881739407,0.03874751981488988,1.9111615716167433e-18,0.047619047619047616,-0.008843912683682733
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,8,7,56,56,8,58,1,256,168,56,-0.0020930500814265243,0.011186551300959371,0.00020789642595586067,-3.6821529767627585,0.1889182860993962,0.014575362207116868,0.03961501895626664,1.1347149860403115e-18,0.047619047619047616,-0.014377733350495544
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,8,7,56,56,8,59,2,256,168,56,0.005609955847951736,0.012610346896676913,0.00025921835516745314,-3.5863342494615473,0.2089949201367105,0.016124308151077144,0.049689703006552594,1.958096934370594e-18,0.047619047619047616,0.02349031455805642
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,8,8,56,56,7,60,0,256,192,56,0.002162046442794781,0.030687785747157442,0.00167516272720608,-2.77594299871968,0.5677189543324145,0.04097158638848405,0.1290121133819325,1.1725292383986495e-18,0.08854166666666667,0.05768343681887423
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,8,8,56,56,7,61,1,256,192,56,0.05604001022064072,0.03101362850990498,0.0016697315975970808,-2.7773533342720214,0.5662482618567622,0.04086544830139493,0.13601880240937878,0.0,0.08854166666666667,-0.0044267451346916425
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,8,8,56,56,7,62,2,256,192,56,0.025888076595833268,0.03153333771903754,0.0018812680753904187,-2.7255493143021585,0.6010148148706718,0.04337450814406693,0.16016796362271812,4.336808689942018e-19,0.08854166666666667,-0.04731959912306871
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,8,7,56,56,8,63,0,256,168,56,-0.018970223873350234,0.030226170087274278,0.0016363099982894622,-2.7861344159502366,0.5243900721136137,0.04045757240699677,0.12634604233649008,3.469446951953614e-18,0.09523809523809523,-0.01687771132374897
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,8,7,56,56,8,64,1,256,168,56,-0.026342588840712552,0.03019407093260963,0.0015871657723298298,-2.7993777107698894,0.5164339061244788,0.03984374087450779,0.13177145661413578,1.1230071701943379e-18,0.09523809523809523,-0.05155006166763064
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,8,7,56,56,8,65,2,256,168,56,-0.1047621746002862,0.026940092873649433,0.001329320149627863,-2.876370412230693,0.4749548503119012,0.036643562241935136,0.14082780185217597,0.0,0.09523809523809523,-0.03177574232292693
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,8,8,56,56,7,66,0,256,192,56,-0.03885028632414076,0.009269279401903132,0.00016118375495041373,-3.7926787310849646,0.1760013808408427,0.012701805575775799,0.04809850029998251,2.280302280548635e-18,0.057291666666666664,-0.01278376559205801
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,8,8,56,56,7,67,1,256,192,56,-0.007703255323721203,0.012175797342872038,0.00027707707753372567,-3.5573994017255046,0.23090114422863248,0.016663854722074198,0.049053094621068466,1.809748954574465e-18,0.057291666666666664,0.004496475132394103
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,8,8,56,56,7,68,2,256,192,56,-0.018433808328748292,0.012260446019704566,0.00026855509320368595,-3.570966606724412,0.22707428984260117,0.016387675295833612,0.05305405199908769,3.212656216874857e-18,0.057291666666666664,0.00019906620800141245
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,8,7,56,56,8,69,0,256,168,56,0.04035824727098576,0.013486565729440044,0.000316177382846941,-3.500069199729802,0.2304807974586995,0.017781979574905866,0.051802452187524196,3.72591557596223e-18,0.05952380952380952,0.009125812927662595
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,8,7,56,56,8,70,1,256,168,56,-0.009700299817933687,0.010384742735830349,0.00019960124076841778,-3.6998367633632654,0.18324558610577737,0.014137703900944206,0.04634713769707409,1.8263764113546097e-18,0.05952380952380952,-0.008608071763352328
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,8,7,56,56,8,71,2,256,168,56,-0.06570610708070013,0.01115908478009183,0.0002071904336530135,-3.6836303006045052,0.1881779257632955,0.014518242167097168,0.03965294582903797,2.712520943038221e-18,0.05952380952380952,-0.007865984256038315
