epoch,training_loss,validation_loss,accuracy,f1,roc_auc,grad_norm,spatial_grad_variance,near_zero_ratio,depth,n_entangling_gates,entangler_strength,scheduler_action,mutation_status,n_commits,n_rollbacks,proposed_action,vetoed,is_solved,is_converged,is_true_bp,is_local_min,is_ambiguous,is_dead_layer,dead_layers,te_p_solved
10,0.537280469842843,0.5172804698428429,0.2536712309293855,0.24859780631079778,0.6268356154646928,0.05728238778599873,0.005126208440619498,0.34883355268521976,3,24,1.0,add_layer,committed,1,0,add_layer,False,False,False,False,False,False,False,[],0.0305590999668253
11,0.4917917611378034,0.47179176113780336,0.3193020326968643,0.312915992042927,0.6596510163484322,0.05728238778599873,0.005126208440619498,0.34883355268521976,3,24,1.0,keep,none,1,0,keep,False,False,False,False,False,False,False,[],0.05052769281350389
12,0.4687101639059836,0.44871016390598356,0.35260400532970204,0.345551925223108,0.676302002664851,0.05728238778599873,0.005126208440619498,0.34883355268521976,3,24,1.0,keep,none,1,0,keep,False,False,False,False,False,False,False,[],0.07909186747618786
13,0.44300626463741677,0.42300626463741675,0.3896894176346606,0.38189562928196735,0.6948447088173303,0.05728238778599873,0.005126208440619498,0.34883355268521976,3,24,1.0,keep,none,1,0,keep,False,False,False,False,False,False,False,[],0.1228343855907712
14,0.4339183958275801,0.41391839582758005,0.40280133338972723,0.3947453067219327,0.7014006666948636,0.05728238778599873,0.005126208440619498,0.34883355268521976,3,24,1.0,keep,none,1,0,keep,False,False,False,False,False,False,False,[],0.16083189869583187
15,0.4339183958275801,0.41391839582758005,0.40280133338972723,0.3947453067219327,0.7014006666948636,0.06412726944600147,0.003952847075210475,0.35122730553998543,4,32,1.0,add_layer,committed,2,0,add_layer,False,False,False,False,False,False,False,[],0.18363040655886825
16,0.3935533519252721,0.37355335192527206,0.46103974617620536,0.45181895125268123,0.7305198730881026,0.06412726944600147,0.003952847075210475,0.35122730553998543,4,32,1.0,keep,none,2,0,keep,False,False,False,False,False,False,False,[],0.26392373234298255
17,0.36068512898170746,0.34068512898170744,0.5084617963039859,0.4982925603779062,0.754230898151993,0.06412726944600147,0.003952847075210475,0.35122730553998543,4,32,1.0,keep,none,2,0,keep,False,False,False,False,False,False,False,[],0.3769302863423778
18,0.35341993164460883,0.3334199316446088,0.5189439739653603,0.508565094486053,0.7594719869826801,0.06412726944600147,0.003952847075210475,0.35122730553998543,4,32,1.0,keep,none,2,0,keep,False,False,False,False,False,False,False,[],0.45901775702006176
19,0.35341993164460883,0.3334199316446088,0.5189439739653603,0.508565094486053,0.7594719869826801,0.06412726944600147,0.003952847075210475,0.35122730553998543,4,32,1.0,keep,none,2,0,keep,False,False,False,False,False,False,False,[],0.5082702394266722
20,0.35341993164460883,0.3334199316446088,0.5189439739653603,0.508565094486053,0.7594719869826801,0.06591161734391818,0.0030480617752858554,0.3666327624318033,5,40,1.0,add_layer,committed,3,0,add_layer,False,True,False,False,False,False,False,[],0.5378217288706384
21,0.3112554628041368,0.2912554628041368,0.5797785849024142,0.5681830132043659,0.7898892924512071,0.06591161734391818,0.0030480617752858554,0.3666327624318033,5,40,1.0,keep,none,3,0,keep,False,True,False,False,False,False,False,[],0.628304198389044
22,0.29072766470286543,0.2707276647028654,0.6093959533936439,0.5972080343257711,0.804697976696822,0.06591161734391818,0.0030480617752858554,0.3666327624318033,5,40,1.0,keep,none,3,0,keep,False,True,False,False,False,False,False,[],0.708972327744114
23,0.29072766470286543,0.2707276647028654,0.6093959533936439,0.5972080343257711,0.804697976696822,0.06591161734391818,0.0030480617752858554,0.3666327624318033,5,40,1.0,keep,none,3,0,keep,False,True,False,False,False,False,False,[],0.757373205357156
24,0.29072766470286543,0.2707276647028654,0.6093959533936439,0.5972080343257711,0.804697976696822,0.06591161734391818,0.0030480617752858554,0.3666327624318033,5,40,1.0,keep,none,3,0,keep,False,True,False,False,False,False,False,[],0.7864137319249811
25,0.29072766470286543,0.2707276647028654,0.6093959533936439,0.5972080343257711,0.804697976696822,0.06488109326140659,0.0023503769331789967,0.3829918855952689,6,48,1.0,add_layer,committed,4,0,add_layer,False,True,False,False,False,False,False,[],0.8038380478656761
26,0.24190287811611402,0.22190287811611403,0.6798400258027499,0.6662432252866949,0.839920012901375,0.06488109326140659,0.0023503769331789967,0.3829918855952689,6,48,1.0,keep,none,4,0,keep,False,True,False,False,False,False,False,[],0.853651521847766
27,0.24190287811611402,0.22190287811611403,0.6798400258027499,0.6662432252866949,0.839920012901375,0.06488109326140659,0.0023503769331789967,0.3829918855952689,6,48,1.0,keep,none,4,0,keep,False,True,False,False,False,False,False,[],0.88353960623702
28,0.24190287811611402,0.22190287811611403,0.6798400258027499,0.6662432252866949,0.839920012901375,0.06488109326140659,0.0023503769331789967,0.3829918855952689,6,48,1.0,keep,none,4,0,keep,False,True,False,False,False,False,False,[],0.9014724568705723
29,0.24190287811611402,0.22190287811611403,0.6798400258027499,0.6662432252866949,0.839920012901375,0.06488109326140659,0.0023503769331789967,0.3829918855952689,6,48,1.0,keep,none,4,0,keep,False,True,False,False,False,False,False,[],0.9122321672507038
30,0.24190287811611402,0.22190287811611403,0.6798400258027499,0.6662432252866949,0.839920012901375,0.06753536270267949,0.001812388375068882,0.3465091087525389,7,56,1.0,add_layer,committed,5,0,add_layer,False,True,False,False,False,False,False,[],0.9186879934787826
31,0.20387809608905785,0.18387809608905786,0.7347019245577004,0.7200078860665464,0.8673509622788502,0.06753536270267949,0.001812388375068882,0.3465091087525389,7,56,1.0,keep,none,5,0,keep,False,True,False,False,False,False,False,[],0.9372890353975502
32,0.20387809608905785,0.18387809608905786,0.7347019245577004,0.7200078860665464,0.8673509622788502,0.06753536270267949,0.001812388375068882,0.3465091087525389,7,56,1.0,keep,none,5,0,keep,False,True,False,False,False,False,False,[],0.9484496605488106
33,0.20387809608905785,0.18387809608905786,0.7347019245577004,0.7200078860665464,0.8673509622788502,0.06753536270267949,0.001812388375068882,0.3465091087525389,7,56,1.0,keep,none,5,0,keep,False,True,False,False,False,False,False,[],0.9551460356395669
34,0.20387809608905785,0.18387809608905786,0.7347019245577004,0.7200078860665464,0.8673509622788502,0.06753536270267949,0.001812388375068882,0.3465091087525389,7,56,1.0,keep,none,5,0,keep,False,True,False,False,False,False,False,[],0.9591638606940207
35,0.20387809608905785,0.18387809608905786,0.7347019245577004,0.7200078860665464,0.8673509622788502,0.06230145267713139,0.0013975424859373688,0.3732354732286863,8,64,1.0,add_layer,committed,6,0,add_layer,False,True,False,False,False,False,False,[],0.9615745557266929
36,0.17426436607026707,0.15426436607026708,0.7774284142688399,0.7618798459834631,0.88871420713442,0.06230145267713139,0.0013975424859373688,0.3732354732286863,8,64,1.0,keep,none,6,0,keep,False,True,False,False,False,False,False,[],0.9691222513192362
37,0.17426436607026707,0.15426436607026708,0.7774284142688399,0.7618798459834631,0.88871420713442,0.06230145267713139,0.0013975424859373688,0.3732354732286863,8,64,1.0,keep,none,6,0,keep,False,True,False,False,False,False,False,[],0.9736508686747622
38,0.17426436607026707,0.15426436607026708,0.7774284142688399,0.7618798459834631,0.88871420713442,0.06230145267713139,0.0013975424859373688,0.3732354732286863,8,64,1.0,keep,none,6,0,keep,False,True,False,False,False,False,False,[],0.9763680390880779
39,0.17426436607026707,0.15426436607026708,0.7774284142688399,0.7618798459834631,0.88871420713442,0.06230145267713139,0.0013975424859373688,0.3732354732286863,8,64,1.0,keep,none,6,0,keep,False,True,False,False,False,False,False,[],0.9779983413360672
40,0.17426436607026707,0.15426436607026708,0.7774284142688399,0.7618798459834631,0.88871420713442,0.062010222079427905,0.0010776525753900675,0.3413533291116478,9,72,1.0,add_layer,committed,7,0,add_layer,False,True,False,False,False,False,False,[],0.9789765226848608
41,0.1512011699419676,0.13120116994196762,0.8107038379137677,0.7944897611554923,0.9053519189568838,0.062010222079427905,0.0010776525753900675,0.3413533291116478,9,72,1.0,keep,none,7,0,keep,False,True,False,False,False,False,False,[],0.982418046920679
42,0.1512011699419676,0.13120116994196762,0.8107038379137677,0.7944897611554923,0.9053519189568838,0.062010222079427905,0.0010776525753900675,0.3413533291116478,9,72,1.0,keep,none,7,0,keep,False,True,False,False,False,False,False,[],0.98448296146217
43,0.1512011699419676,0.13120116994196762,0.8107038379137677,0.7944897611554923,0.9053519189568838,0.062010222079427905,0.0010776525753900675,0.3413533291116478,9,72,1.0,keep,none,7,0,keep,False,True,False,False,False,False,False,[],0.9857219101870646
44,0.1512011699419676,0.13120116994196762,0.8107038379137677,0.7944897611554923,0.9053519189568838,0.062010222079427905,0.0010776525753900675,0.3413533291116478,9,72,1.0,keep,none,7,0,keep,False,True,False,False,False,False,False,[],0.9864652794220014
45,0.1512011699419676,0.13120116994196762,0.8107038379137677,0.7944897611554923,0.9053519189568838,0.0547814853120331,0.0008309837338976547,0.377566593608793,10,80,1.0,add_layer,committed,8,0,add_layer,False,True,False,False,False,False,False,[],0.9869113009629634
46,0.1332395347371186,0.1132395347371186,0.8366187639054702,0.8198863886273607,0.918309381952735,0.0547814853120331,0.0008309837338976547,0.377566593608793,10,80,1.0,keep,none,8,0,keep,False,True,False,False,False,False,False,[],0.9886651074697499
47,0.1332395347371186,0.1132395347371186,0.8366187639054702,0.8198863886273607,0.918309381952735,0.0547814853120331,0.0008309837338976547,0.377566593608793,10,80,1.0,keep,none,8,0,keep,False,True,False,False,False,False,False,[],0.9897173913738218
48,0.1332395347371186,0.1132395347371186,0.8366187639054702,0.8198863886273607,0.918309381952735,0.0547814853120331,0.0008309837338976547,0.377566593608793,10,80,1.0,keep,none,8,0,keep,False,True,False,False,False,False,False,[],0.9903487617162647
49,0.1332395347371186,0.1132395347371186,0.8366187639054702,0.8198863886273607,0.918309381952735,0.0547814853120331,0.0008309837338976547,0.377566593608793,10,80,1.0,keep,none,8,0,keep,False,True,False,False,False,False,False,[],0.9907275839217307
50,0.1332395347371186,0.1132395347371186,0.8366187639054702,0.8198863886273607,0.918309381952735,0.04782098857774717,0.0006407760550774372,0.4128611767478585,11,88,1.0,add_layer,committed,9,0,add_layer,False,True,False,False,False,False,False,[],0.9909548772450101
51,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.04782098857774717,0.0006407760550774372,0.4128611767478585,11,88,1.0,keep,none,9,0,keep,False,True,False,False,False,False,False,[],0.9919353282300035
52,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.04782098857774717,0.0006407760550774372,0.4128611767478585,11,88,1.0,keep,none,9,0,keep,False,True,False,False,False,False,False,[],0.9925235988209996
53,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.04782098857774717,0.0006407760550774372,0.4128611767478585,11,88,1.0,keep,none,9,0,keep,False,True,False,False,False,False,False,[],0.9928765611755973
54,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.04782098857774717,0.0006407760550774372,0.4128611767478585,11,88,1.0,keep,none,9,0,keep,False,True,False,False,False,False,False,[],0.9930883385883559
55,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.04782098857774717,0.0006407760550774372,0.4128611767478585,11,88,1.0,propose_reduce_entanglement,in_progress,9,0,propose_reduce_entanglement,False,True,False,False,False,False,False,[],0.993215405036011
56,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.04508108973858534,0.0005865027572261048,0.4129889308192463,11,80,0.9045084971874737,keep,in_progress,9,0,keep,False,True,False,False,False,False,False,[],0.9932916449046041
57,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.037907941451923256,0.0004522449765148067,0.4133233953203408,11,58,0.6545084971874737,keep,in_progress,9,0,keep,False,True,False,False,False,False,False,[],0.99333738882576
58,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.02904144255692278,0.0003032534337971246,0.41373681617975416,11,30,0.34549150281252633,keep,in_progress,9,0,keep,False,True,False,False,False,False,False,[],0.9933648351784535
59,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.02186829427026071,0.0001981530738311417,0.4140712806808487,11,8,0.09549150281252633,keep,in_progress,9,0,keep,False,True,False,False,False,False,False,[],0.9933813029900697
60,0.11925099917433928,0.09925099917433927,0.8568013285610456,0.8396653019898247,0.9284006642805228,0.017096869739440187,0.00012500000000000003,0.4293543420186607,12,0,0.0,add_layer,committed,11,0,add_layer,False,True,False,False,False,False,False,[],0.9933911836770393
61,0.10835671672402454,0.08835671672402454,0.8725195257191971,0.8550691352048132,0.9362597628595986,0.017096869739440187,0.00012500000000000003,0.4293543420186607,12,0,0.0,keep,none,11,0,keep,False,True,False,False,False,False,False,[],0.9939107659178543
62,0.10835671672402454,0.08835671672402454,0.8725195257191971,0.8550691352048132,0.9362597628595986,0.017096869739440187,0.00012500000000000003,0.4293543420186607,12,0,0.0,keep,none,11,0,keep,False,True,False,False,False,False,False,[],0.9942225152623433
63,0.10835671672402454,0.08835671672402454,0.8725195257191971,0.8550691352048132,0.9362597628595986,0.017096869739440187,0.00012500000000000003,0.4293543420186607,12,0,0.0,keep,none,11,0,keep,False,True,False,False,False,False,False,[],0.9944095648690368
64,0.10835671672402454,0.08835671672402454,0.8725195257191971,0.8550691352048132,0.9362597628595986,0.017096869739440187,0.00012500000000000003,0.4293543420186607,12,0,0.0,keep,none,11,0,keep,False,True,False,False,False,False,False,[],0.9945217946330528
65,0.10835671672402454,0.08835671672402454,0.8725195257191971,0.8550691352048132,0.9362597628595986,0.014762365589215407,9.638817658799631e-05,0.45919978328959693,13,0,0.0,add_layer,committed,12,0,add_layer,False,True,False,False,False,False,False,[],0.9945891324914624
66,0.09987224102071837,0.07987224102071837,0.884760869974436,0.8670656525749473,0.942380434987218,0.014762365589215407,9.638817658799631e-05,0.45919978328959693,13,0,0.0,keep,none,12,0,keep,False,True,False,False,False,False,False,[],0.9949595392945884
67,0.09987224102071837,0.07987224102071837,0.884760869974436,0.8670656525749473,0.942380434987218,0.014762365589215407,9.638817658799631e-05,0.45919978328959693,13,0,0.0,keep,none,12,0,keep,False,True,False,False,False,False,False,[],0.9951817833764639
68,0.09987224102071837,0.07987224102071837,0.884760869974436,0.8670656525749473,0.942380434987218,0.014762365589215407,9.638817658799631e-05,0.45919978328959693,13,0,0.0,keep,none,12,0,keep,False,True,False,False,False,False,False,[],0.9953151298255892
69,0.09987224102071837,0.07987224102071837,0.884760869974436,0.8670656525749473,0.942380434987218,0.014762365589215407,9.638817658799631e-05,0.45919978328959693,13,0,0.0,keep,none,12,0,keep,False,True,False,False,False,False,False,[],0.9953951376950644
70,0.09987224102071837,0.07987224102071837,0.884760869974436,0.8670656525749473,0.942380434987218,0.013154352137028051,7.43254446876701e-05,0.46795357858792247,14,0,0.0,add_layer,committed,13,0,add_layer,False,True,False,False,False,False,False,[],0.9954431424167495
71,0.09326452469903321,0.0732645246990332,0.8942944384662629,0.8764085496969376,0.9471472192331314,0.013154352137028051,7.43254446876701e-05,0.46795357858792247,14,0,0.0,keep,none,13,0,keep,False,True,False,False,False,False,False,[],0.9956931515284533
72,0.09326452469903321,0.0732645246990332,0.8942944384662629,0.8764085496969376,0.9471472192331314,0.013154352137028051,7.43254446876701e-05,0.46795357858792247,14,0,0.0,keep,none,13,0,keep,False,True,False,False,False,False,False,[],0.9958431569954755
73,0.09326452469903321,0.0732645246990332,0.8942944384662629,0.8764085496969376,0.9471472192331314,0.013154352137028051,7.43254446876701e-05,0.46795357858792247,14,0,0.0,keep,none,13,0,keep,False,True,False,False,False,False,False,[],0.9959331602756889
74,0.09326452469903321,0.0732645246990332,0.8942944384662629,0.8764085496969376,0.9471472192331314,0.013154352137028051,7.43254446876701e-05,0.46795357858792247,14,0,0.0,keep,none,13,0,keep,False,True,False,False,False,False,False,[],0.9959871622438169
75,0.09326452469903321,0.0732645246990332,0.8942944384662629,0.8764085496969376,0.9471472192331314,0.011480034912919945,5.7312752700291956e-05,0.4846996363845744,15,0,0.0,add_layer,committed,14,0,add_layer,False,True,False,False,False,False,False,[],0.9960195634246938
76,0.08811843005339111,0.0681184300533911,0.9017191890731624,0.8836848052916991,0.9508595945365812,0.011480034912919945,5.7312752700291956e-05,0.4846996363845744,15,0,0.0,keep,none,14,0,keep,False,True,False,False,False,False,False,[],0.9961922756938822
77,0.08811843005339111,0.0681184300533911,0.9017191890731624,0.8836848052916991,0.9508595945365812,0.011480034912919945,5.7312752700291956e-05,0.4846996363845744,15,0,0.0,keep,none,14,0,keep,False,True,False,False,False,False,False,[],0.9962959030553953
78,0.08811843005339111,0.0681184300533911,0.9017191890731624,0.8836848052916991,0.9508595945365812,0.011480034912919945,5.7312752700291956e-05,0.4846996363845744,15,0,0.0,keep,none,14,0,keep,False,True,False,False,False,False,False,[],0.9963580794723031
79,0.08811843005339111,0.0681184300533911,0.9017191890731624,0.8836848052916991,0.9508595945365812,0.011480034912919945,5.7312752700291956e-05,0.4846996363845744,15,0,0.0,keep,none,14,0,keep,False,True,False,False,False,False,False,[],0.9963953853224479
80,0.08811843005339111,0.0681184300533911,0.9017191890731624,0.8836848052916991,0.9508595945365812,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,add_layer,committed,15,0,add_layer,False,True,False,False,False,False,False,[],0.9964177688325346
81,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,keep,none,15,0,keep,False,True,False,False,False,False,False,[],0.9965401781168991
82,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,keep,none,15,0,keep,False,True,False,False,False,False,False,[],0.9966136236875177
83,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,keep,none,15,0,keep,False,True,False,False,False,False,False,[],0.9966576910298889
84,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,keep,none,15,0,keep,False,True,False,False,False,False,False,[],0.9966841314353116
85,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,propose_reduce_entanglement,in_progress,15,0,propose_reduce_entanglement,False,True,False,False,False,False,False,[],0.9966999956785653
86,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.025439846409624427,0.00015989644799614038,0.4593960733841885,16,116,0.9045084971874737,keep,in_progress,15,0,keep,False,True,False,False,False,False,False,[],0.9967095142245175
87,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.02139194535522835,0.00012329416098710367,0.4595366983841885,16,84,0.6545084971874737,keep,in_progress,15,0,keep,False,True,False,False,False,False,False,[],0.9967152253520888
88,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.01638846448580172,8.267505362826405e-05,0.45971052044352434,16,44,0.34549150281252633,keep,in_progress,15,0,keep,False,True,False,False,False,False,False,[],0.9967186520286315
89,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.012340563431405641,5.402186481606243e-05,0.45985114544352435,16,12,0.09549150281252633,keep,in_progress,15,0,keep,False,True,False,False,False,False,False,[],0.9967207080345571
90,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,propose_reduce_entanglement,in_progress,16,0,propose_reduce_entanglement,False,True,False,False,False,False,False,[],0.9967219416381126
91,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.025439846409624427,0.00015989644799614038,0.4593960733841885,16,116,0.9045084971874737,keep,in_progress,16,0,keep,False,True,False,False,False,False,False,[],0.9967226818002458
92,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.02139194535522835,0.00012329416098710367,0.4595366983841885,16,84,0.6545084971874737,keep,in_progress,16,0,keep,False,True,False,False,False,False,False,[],0.9967231258975258
93,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.01638846448580172,8.267505362826405e-05,0.45971052044352434,16,44,0.34549150281252633,keep,in_progress,16,0,keep,False,True,False,False,False,False,False,[],0.9967233923558937
94,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.012340563431405641,5.402186481606243e-05,0.45985114544352435,16,12,0.09549150281252633,keep,in_progress,16,0,keep,False,True,False,False,False,False,False,[],0.9967235522309145
95,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,propose_reduce_entanglement,in_progress,17,0,propose_reduce_entanglement,False,True,False,False,False,False,False,[],0.996723648155927
96,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.025439846409624427,0.00015989644799614038,0.4593960733841885,16,116,0.9045084971874737,keep,in_progress,17,0,keep,False,True,False,False,False,False,False,[],0.9967237057109345
97,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.02139194535522835,0.00012329416098710367,0.4595366983841885,16,84,0.6545084971874737,keep,in_progress,17,0,keep,False,True,False,False,False,False,False,[],0.996723740243939
98,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.01638846448580172,8.267505362826405e-05,0.45971052044352434,16,44,0.34549150281252633,keep,in_progress,17,0,keep,False,True,False,False,False,False,False,[],0.9967237609637416
99,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.012340563431405641,5.402186481606243e-05,0.45985114544352435,16,12,0.09549150281252633,keep,in_progress,17,0,keep,False,True,False,False,False,False,False,[],0.9967237733956232
100,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,propose_reduce_entanglement,in_progress,18,0,propose_reduce_entanglement,False,True,False,False,False,False,False,[],0.9967237808547522
101,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.025439846409624427,0.00015989644799614038,0.4593960733841885,16,116,0.9045084971874737,keep,in_progress,18,0,keep,False,True,False,False,False,False,False,[],0.9967237853302297
102,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.02139194535522835,0.00012329416098710367,0.4595366983841885,16,84,0.6545084971874737,keep,in_progress,18,0,keep,False,True,False,False,False,False,False,[],0.9967237880155161
103,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.01638846448580172,8.267505362826405e-05,0.45971052044352434,16,44,0.34549150281252633,keep,in_progress,18,0,keep,False,True,False,False,False,False,False,[],0.996723789626688
104,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.012340563431405641,5.402186481606243e-05,0.45985114544352435,16,12,0.09549150281252633,keep,in_progress,18,0,keep,False,True,False,False,False,False,False,[],0.996723790593391
105,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.010794402811722878,4.419417382415923e-05,0.4599048594138564,16,0,0.0,propose_reduce_entanglement,in_progress,19,0,propose_reduce_entanglement,False,True,False,False,False,False,False,[],0.9967237911734129
106,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.025439846409624427,0.00015989644799614038,0.4593960733841885,16,116,0.9045084971874737,keep,in_progress,19,0,keep,False,True,False,False,False,False,False,[],0.996723791521426
107,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.02139194535522835,0.00012329416098710367,0.4595366983841885,16,84,0.6545084971874737,keep,in_progress,19,0,keep,False,True,False,False,False,False,False,[],0.9967237917302338
108,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.01638846448580172,8.267505362826405e-05,0.45971052044352434,16,44,0.34549150281252633,keep,in_progress,19,0,keep,False,True,False,False,False,False,False,[],0.9967237918555186
109,0.08411064751360547,0.06411064751360547,0.9075015906599257,0.8893515588467272,0.9537507953299629,0.012340563431405641,5.402186481606243e-05,0.45985114544352435,16,12,0.09549150281252633,keep,in_progress,19,0,keep,False,True,False,False,False,False,False,[],0.9967237919306895
